year,make,model,miles,trim,sold_price
2022,Toyota,4Runner,2467,TRD Off-Road Premium,55590
2019,Nissan,Altima,18910,2.5 SR,26990
2020,Ford,EcoSport,7170,SE,23590
2013,Ford,Escape,71558,SE,15990
2018,Lexus,GX,53234,GX 460,38990
2014,Subaru,Forester,92904,2.5i Limited,17990
2016,Jeep,Grand Cherokee,12039,Limited,32590
2018,Ram,1500 Quad Cab,38189,Express 6 1/3 ft,32990
2015,Mitsubishi,Outlander Sport,79635,SE,16590
2012,Toyota,RAV4,82865,base,17590
2017,Toyota,Corolla,20730,SE,21990
2020,Jeep,Renegade,1320,Limited,34249
2012,Ford,Escape,56350,Limited,19590
2019,Chevrolet,Malibu,18443,LT,23990
2018,Chevrolet,Malibu,52663,LT,18658
2017,MAZDA,MAZDA6,44829,Grand Touring,24990
2013,Nissan,Altima,100466,2.5 SV,14990
2012,MINI,Countryman,48581,Cooper S ALL4,19990
2019,Toyota,C-HR,24123,LE,25590
2016,Ram,1500 Crew Cab,74996,Big Horn 5 1/2 ft,27990
2022,Tesla,Model Y,54,Long Range,75990
2017,Volkswagen,Beetle,9067,1.8T Classic,30990
2013,Acura,TSX,68833,base,19590
2016,Kia,Soul,20845,base,16990
2013,Subaru,Impreza,86987,2.0i Premium,16590
2010,Honda,Fit,62119,Sport,14990
2014,Audi,A4,67787,Premium Plus,20990
2012,MINI,Countryman,103945,Cooper S ALL4,14990
2014,Chevrolet,Impala Limited,52027,LS,15990
2016,Buick,Encore,41685,Premium,20990
2016,Chevrolet,Malibu,52971,LT,20990
2014,Jeep,Wrangler,85231,Willys Wheeler,25990
2018,Ford,Focus,45804,SE,15990
2013,MAZDA,CX-5,46469,Sport,18990
2013,Honda,Accord,56117,LX,18990
2015,Chevrolet,Trax,85874,LT,15990
2014,Chevrolet,Cruze,84278,1LT,13990
2019,Ford,EcoSport,17287,SE,21590
2015,Hyundai,Santa Fe,53937,GLS,23990
2017,BMW,4 Series,58942,430i Gran,28990
2017,Kia,Sorento,63071,L,19990
2015,Chrysler,200,52740,Limited,16990
2017,Chevrolet,Equinox,72098,LT,18990
2019,Ford,Fiesta,60391,S,14990
2017,Subaru,Crosstrek,81960,2.0i Premium,22990
2016,Chrysler,200,66271,Limited,17990
2019,MAZDA,MAZDA6,27747,Sport,24990
2020,Ford,Edge,55007,SEL,23990
2016,Dodge,Durango,54926,Limited,27990
2020,Chevrolet,Equinox,56153,LT,23629
2011,Subaru,Forester,96647,2.5X Limited,16990
2015,Dodge,Challenger,50734,R/T Plus,30990
2020,Tesla,Model 3,29347,Long Range,53990
2014,Buick,Encore,88461,Convenience,15990
2015,Volkswagen,Passat,64807,1.8T Wolfsburg Edition,15990
2010,Toyota,Corolla,104849,LE,13990
2014,Dodge,Journey,93345,R/T,16590
2015,Nissan,Rogue Select,73963,S,16990
2015,Kia,Optima,45745,LX,16990
2017,Subaru,Impreza,37017,2.0i Premium,22990
2018,Subaru,Outback,48260,2.5i Limited,27599
2015,Volkswagen,Jetta,6661,2.0L S,19990
2019,Volkswagen,Tiguan,44265,2.0T S 4MOTION,24990
2021,Chevrolet,Silverado 1500 Crew Cab,11157,Custom Trail Boss 6 1/2 ft,48129
2015,Jeep,Grand Cherokee,99853,Laredo E,21990
2017,Honda,CR-V,33984,EX-L w/Navigation,29990
2022,MAZDA,MAZDA3,5497,Preferred,29990
2010,MAZDA,MAZDA3,25242,i Touring,14990
2013,Nissan,Xterra,22062,PRO-4X,27990
2020,Chevrolet,Silverado 1500 Crew Cab,18366,Custom 5 3/4 ft,41990
2016,Subaru,Legacy,46929,2.5i Premium,21990
2012,Kia,Soul,86084,+,13990
2019,Nissan,Altima,27657,2.5 SV,28815
2020,Chevrolet,Traverse,55337,High Country,48232
2017,Ford,Focus,57462,SEL,17990
2013,Hyundai,Sonata,49500,SE,17590
2019,Mercedes-Benz,GLC,15059,GLC 300 4MATIC,38990
2015,Ford,C-MAX Hybrid,59566,SE,18590
2019,Ram,1500 Crew Cab,25948,Rebel 5 1/2 ft,48990
2015,Chevrolet,Equinox,99890,LT,15590
2013,Porsche,Boxster,29182,S,52990
2015,Dodge,Grand Caravan Passenger,49490,SE,19590
2017,Kia,Rio,15312,LX,17990
2013,Nissan,Frontier Crew Cab,89599,SV 6 ft,22590
2014,Honda,Civic,46957,LX,18590
2014,Jeep,Compass,68680,Sport,15990
2021,Toyota,RAV4 Hybrid,5289,XSE,49990
2022,Land Rover,Defender 110,9043,S,80990
2017,Chrysler,300,46164,300 Limited,23990
2017,Audi,S3,62645,Premium Plus,32990
2018,BMW,3 Series,44948,320i xDrive,26990
2017,Hyundai,Elantra GT,21627,base,16990
2022,Honda,HR-V,12989,EX-L,30990
2020,Buick,Encore,53850,Essence,19976
2019,Subaru,Forester,64842,Limited,29590
2015,Chevrolet,Camaro,63024,LT,22990
2013,BMW,X5,64539,xDrive35i Premium,22590
2022,Chevrolet,Trailblazer,11473,RS,35990
2016,Hyundai,Veloster,46472,base,17990
2019,Toyota,RAV4,16578,XLE,31990
2017,BMW,X1,45023,xDrive28i,28590
2019,Subaru,Legacy,23548,2.5i,24990
2018,Jeep,Compass,37469,Limited,26990
2015,Ford,Escape,45774,S,17590
2020,Ford,Edge,55017,SEL,25651
2018,Hyundai,Tucson,91035,SEL,20590
2020,Jeep,Gladiator,55995,Rubicon 5 ft,46509
2013,Nissan,JUKE,102082,SV,14590
2016,Dodge,Journey,97167,SE,16590
2016,BMW,X5,46922,xDrive35i,34990
2017,Chrysler,300,94878,300 Limited,19990
2010,Chrysler,Town & Country,78973,Touring,14990
2021,Mitsubishi,Mirage,2418,Carbonite Edition,19990
2020,Ford,Mustang,50091,GT Premium,38581
2019,BMW,X5,31675,xDrive40i,51990
2017,Volkswagen,Passat,40291,1.8T S,18590
2021,Volkswagen,Jetta,36916,1.4T S,23590
2012,Hyundai,Elantra,81749,GLS,14590
2010,MINI,Hardtop,79339,Cooper S,13590
2014,Toyota,Tacoma Access Cab,72188,PreRunner 6 ft,24990
2018,Ford,EcoSport,22767,SE,19990
2017,Audi,A8,44009,L 4.0T Sport,44990
2013,INFINITI,G,70752,G37x,19590
2012,Honda,Accord,53673,LX,18590
2020,Chevrolet,Traverse,51659,LT,32945
2020,Nissan,Rogue,59345,SV,22445
2013,Volkswagen,Beetle,59823,2.5L,21990
2012,Ford,Mustang,97404,base,16990
2020,Chevrolet,Blazer,49100,3LT,31653
2016,Volkswagen,Jetta,92447,1.8T SEL,15990
2018,Dodge,Journey,37336,GT,25990
2012,Ford,Expedition,101742,Limited,20990
2021,BMW,2 Series,16540,228i xDrive Gran Coupe,39590
2019,Toyota,Corolla,71464,LE,19990
2017,Hyundai,Elantra GT,72758,base,15990
2017,Honda,HR-V,102346,EX-L w/Navigation,19590
2013,Honda,CR-V,88201,LX,17990
2018,Toyota,Corolla,76269,SE,19990
2014,Ford,Fusion,74231,SE,15990
2016,Kia,Forte,29524,LX,16990
2018,Ram,1500 Quad Cab,26925,Express 6 1/3 ft,32590
2016,Ford,F150 SuperCrew Cab,45282,XLT 5 1/2 ft,35590
2015,Toyota,4Runner,100597,Limited,29590
2015,Jaguar,XF,44067,XF Premium,23990
2017,Toyota,86,27109,base,27990
2017,Dodge,Charger,90767,SXT,22990
2021,Chevrolet,Silverado 1500 Crew Cab,14788,LT Trail Boss 5 3/4 ft,53990
2014,Jeep,Grand Cherokee,72422,Limited,23990
2018,Nissan,Rogue,56005,S,18795
2019,Honda,Civic,18770,LX,24990
2016,Subaru,Outback,42833,2.5i Limited,25990
2018,Chevrolet,Silverado 1500 Double Cab,33592,LTZ 6 1/2 ft,38590
2013,Nissan,Altima,36809,2.5 S,16990
2017,Ford,Fiesta,67860,S,13990
2011,Honda,Accord,76228,LX-P,15990
2021,GMC,Sierra 2500 HD Crew Cab,8504,AT4 6 1/2 ft,72590
2016,Kia,Rio,54549,LX,14990
2018,Jeep,Grand Cherokee,25866,Limited,31590
2016,Jeep,Compass,67358,75th Anniversary,17990
2014,Ford,Taurus,43806,SEL,17590
2014,Ford,Escape,99063,SE,14990
2014,Lexus,CT,78422,CT 200h,23990
2015,Hyundai,Genesis,51422,3.8,24990
2020,Chevrolet,Impala,53854,Premier,27060
2012,Nissan,Frontier Crew Cab,55995,SL 5 ft,24990
2018,Ford,F150 SuperCrew Cab,38504,XLT 5 1/2 ft,37990
2017,Chevrolet,Tahoe,20218,LS,42990
2020,Kia,Sorento,40282,L,25590
2020,Chevrolet,Impala,56522,LT,22788
2015,Buick,LaCrosse,9974,Leather,27590
2020,Ford,Escape,57520,SE,22990
2018,MAZDA,MAZDA3,40520,Sport,20590
2012,Toyota,Camry,99943,LE,15590
2013,Nissan,370Z,57735,base,25990
2013,Nissan,Rogue,84598,S,15990
2019,INFINITI,QX80,60337,LUXE,42730
2019,Honda,Odyssey,43632,EX-L,36990
2011,Chevrolet,Equinox,61255,LT,15990
2018,smart,fortwo electric drive,38147,Passion Hatchback,18590
2017,Jaguar,XE,72068,XE 25t,22990
2013,Chevrolet,Cruze,53607,LT,14990
2022,Toyota,Tacoma Double Cab,1921,SR5 5 ft,39990
2017,Kia,Optima,70903,EX,20590
2015,Hyundai,Sonata,43926,SE,17590
2016,Cadillac,ATS,27250,2.0L Turbo Performance,28990
2016,Kia,Soul,48155,base,16990
2017,Jaguar,XE,66692,XE 25t Premium,23990
2014,MAZDA,MAZDA6,79015,i Grand Touring,18590
2016,Chevrolet,Silverado 1500 Double Cab,82458,LS 6 1/2 ft,26990
2013,Volkswagen,Passat,57143,2.5L SE,16590
2019,Chevrolet,Equinox,4435,LT,26990
2021,Nissan,Frontier Crew Cab,3392,SV 5 ft,34990
2013,Subaru,XV Crosstrek,54048,Premium,20990
2014,Mercedes-Benz,S-Class,49512,S 550 4MATIC,42590
2017,Nissan,Sentra,56922,S,16590
2014,Chevrolet,Tahoe,81957,LTZ,29990
2019,Ford,Fusion,48733,SE,21990
2016,Jeep,Patriot,40546,75th Anniversary,19990
2016,Mercedes-Benz,E-Class,34557,E 350,29990
2012,MAZDA,MAZDA3,92305,i Touring,14990
2020,Tesla,Model S,20535,Long Range,82590
2018,Chrysler,Pacifica,76455,Limited,24988
2021,Hyundai,Elantra,12722,SEL,25990
2018,BMW,X5,58248,xDrive40e iPerformance,42590
2017,INFINITI,QX60,60009,3.5,27990
2021,Jeep,Grand Cherokee,12883,Laredo X,40990
2016,Honda,CR-V,78812,EX,22590
2019,Ford,Fiesta,52497,SE,14948
2021,Tesla,Model Y,10028,Long Range,70590
2015,Buick,Encore,45713,Leather,18990
2017,Chevrolet,Trax,37435,LS,18990
2020,Kia,Sorento,65628,LX,23994
2014,Kia,Soul,43458,base,15990
2014,Toyota,Corolla,99801,LE,14990
2017,Chevrolet,Trax,58794,LT,18990
2017,Audi,A3,46959,Premium,24990
2014,Ford,Focus,96070,SE,12590
2014,BMW,i3,32615,Range Extender,20990
2015,Jeep,Compass,93739,Sport,14590
2014,Acura,ILX,82906,2.0L,17590
2014,Chevrolet,Spark,34474,2LT,16990
2016,Nissan,Pathfinder,62341,SL,23590
2011,Honda,CR-V,81869,EX-L,16990
2022,Kia,Telluride,18068,EX,48990
2014,Honda,Civic,31439,LX,18990
2013,Nissan,Rogue,80182,S,14990
2020,Chevrolet,Impala,54470,LT,23049
2012,Honda,CR-V,39126,EX,19590
2019,Kia,Sorento,55025,L,22990
2016,Nissan,Sentra,92323,SR,15590
2013,Volkswagen,Tiguan,95320,2.0T SE,15990
2017,Mercedes-Benz,E-Class,57177,E 300,32990
2022,Ford,Maverick,2550,XLT SuperCrew 4 1/2 ft,42990
2012,Volkswagen,Golf,31683,TDI,20990
2016,Audi,S6,70425,Prestige,38990
2020,Ford,Edge,51971,SEL,26535
2020,Subaru,Outback,15270,Touring XT,39990
2017,FIAT,124 Spider,48389,Abarth,24990
2021,GMC,Sierra 1500 Crew Cab,5003,Elevation 5 3/4 ft,55990
2018,Mercedes-Benz,SLC,45052,SLC 300,39400
2018,Chevrolet,Colorado Crew Cab,34982,Z71 5 ft,35590
2017,Kia,Optima,59900,LX,17990
2019,Volvo,XC90,13943,T6 Momentum,48590
2015,Volkswagen,Jetta,33704,2.0L S,16990
2020,Ford,Fusion,57330,SE,22150
2013,Audi,S7,73060,Prestige,34590
2011,Jeep,Wrangler,65762,Sport,24990
2012,Hyundai,Elantra,100950,GLS,13990
2018,Chevrolet,Malibu,89261,LT,18990
2019,Nissan,Altima,49265,2.5 SV,23733
2020,Chevrolet,Equinox,42146,LT,22990
2013,Nissan,JUKE,82789,SL,16590
2021,Subaru,Impreza,7895,Premium,27990
2015,BMW,4 Series,52426,428i xDrive,29990
2019,Lincoln,MKZ,25613,Reserve II,35990
2015,Hyundai,Accent,20551,GS,16590
2012,Kia,Sorento,67871,SX,18990
2018,Toyota,RAV4 Hybrid,45082,XLE,31990
2020,Ford,F150 Super Cab,16001,XL 6 1/2 ft,40590
2014,Honda,Accord,57174,Sport,19990
2017,Honda,Civic,73650,EX-T,21990
2016,Ford,Fusion Energi,87046,Plug-In Hybrid Titanium,18990
2014,Mercedes-Benz,E-Class,49094,E 350,24990
2017,Cadillac,XT5,72335,Luxury,27590
2014,Nissan,Rogue Select,99459,S,14590
2011,Chevrolet,Impala,85492,LT,12990
2014,Volkswagen,Eos,59836,Komfort,20590
2017,Lexus,GS,28916,GS 350 F SPORT,37990
2015,FIAT,500 Abarth,13416,Cabrio,21590
2014,Dodge,Dart,97533,SE,12990
2018,Jeep,Cherokee,69400,Limited,23590
2017,Honda,Pilot,84969,Touring,29329
2020,Nissan,Altima,50380,2.5 S,22585
2019,Chevrolet,Tahoe,65273,LT,40103
2019,Chevrolet,Equinox,73292,LT,20590
2020,Toyota,Corolla,51112,LE,21119
2017,Mercedes-Benz,C-Class,19119,C 300 4MATIC,44990
2018,Nissan,Rogue,53066,SV,20993
2013,Chevrolet,Equinox,51733,LT,17990
2018,Jeep,Wrangler Unlimited,41713,Sahara (JK),37990
2015,Chevrolet,Sonic,83361,LTZ,13990
2016,Audi,A7,47720,Prestige,38990
2021,Lexus,LS,6290,LS 500 F SPORT,78990
2017,Subaru,Impreza,43432,2.0i Limited,23990
2013,Cadillac,XTS,74243,Luxury Collection,20590
2016,Volkswagen,Jetta,41105,1.8T Sport,18990
2019,Tesla,Model 3,42049,Standard Range Plus,41990
2016,Jeep,Cherokee,82273,Latitude,19590
2016,Toyota,4Runner,97871,Limited,34590
2012,Volvo,S60,91989,T6,15990
2020,Toyota,Corolla,59473,LE,20600
2014,Volkswagen,Passat,71834,2.5L S,14990
2015,Kia,Soul,21906,base,17990
2016,Volkswagen,Tiguan,78579,2.0T S,16990
2019,GMC,Canyon Crew Cab,31556,SLT 5 ft,37990
2012,Toyota,Highlander,93342,Limited,23990
2012,Kia,Soul,94861,+,13990
2019,Mercedes-Benz,GLA,35589,GLA 250,31590
2016,INFINITI,QX50,73000,base,21990
2018,Nissan,Rogue,51592,SV,19854
2016,MAZDA,MAZDA3,46238,i Touring,19590
2020,Ford,Fusion,51116,SE,22198
2019,Chevrolet,Tahoe,49991,LT,45590
2013,Ford,Explorer,102171,Limited,18990
2018,Nissan,Altima,71459,2.5 SL,19990
2011,Honda,Accord,91766,EX,14990
2019,Dodge,Grand Caravan Passenger,50862,GT,24990
2016,Honda,Odyssey,80902,SE,24990
2015,Honda,Pilot,93093,EX-L,23990
2021,Mercedes-Benz,Mercedes-AMG GLE,5169,GLE 53 4MATIC,90990
2021,Subaru,WRX,1310,WRX Premium,34990
2020,Ford,F150 SuperCrew Cab,57435,XLT 5 1/2 ft,39991
2019,Toyota,Corolla,37238,SE,22990
2018,Ford,Focus,35161,S,16990
2019,Chevrolet,Impala,59408,LT,22695
2015,Chevrolet,Traverse,93778,LTZ,22990
2021,Mitsubishi,Mirage,3149,ES,20990
2013,Lexus,ES,98780,ES 350,19990
2017,Dodge,Challenger,31412,T/A 392,41590
2016,Ford,Focus,36054,SE,16990
2016,Toyota,RAV4,81550,XLE,22590
2011,Honda,Accord,70637,SE,17590
2014,Jeep,Grand Cherokee,72788,Limited,22590
2014,MAZDA,CX-5,90106,Grand Touring,18590
2015,INFINITI,Q50,77195,3.7 Premium,23990
2020,Hyundai,Tucson,50053,Value,25389
2013,INFINITI,M,79369,M37,20990
2013,Dodge,Dart,44860,SXT,14990
2011,Honda,CR-V,36188,EX-L,19990
2015,Jeep,Compass,72182,Latitude,15990
2013,Nissan,Rogue,55190,SV,17990
2019,Jaguar,F-PACE,20123,25t Premium,41990
2020,Nissan,Altima,53224,2.5 Platinum,28997
2015,MINI,Hardtop 2 Door,51490,Cooper S,18990
2015,Honda,Civic,61716,EX-L,19990
2015,Chrysler,Town & Country,69842,Touring,18990
2011,Acura,MDX,96195,base,18590
2013,Volkswagen,Jetta SportWagen,88478,2.0L TDI Sport,16590
2014,BMW,7 Series,69282,750i,28990
2020,Chevrolet,Equinox,54714,LT,22103
2018,Toyota,Corolla,49859,LE,19990
2015,Volkswagen,Passat,84487,1.8T SE,15990
2014,BMW,7 Series,53977,750Li xDrive,33990
2022,Toyota,Sienna,3315,XLE,59590
2013,Subaru,Legacy,81609,2.5i,15990
2019,MAZDA,CX-5,12965,Touring,28990
2013,Toyota,Sienna,78679,XLE,23990
2018,Lexus,RX,14506,RX 350,44590
2013,Nissan,Rogue,37563,S,17990
2014,Chevrolet,Camaro,2500,LS,23990
2018,Jeep,Compass,30036,Latitude,23990
2018,Toyota,Tacoma Double Cab,38831,SR 5 ft,30990
2016,Audi,Q3,42184,Premium Plus,26990
2020,Toyota,Corolla,51950,LE,20750
2016,Toyota,Corolla,85671,L,16590
2018,BMW,3 Series,41132,330e iPerformance,31990
2014,Toyota,Sienna,88083,XLE,25990
2016,Chrysler,Town & Country,102610,Touring,17590
2016,Nissan,Sentra,76557,S,14990
2014,Jeep,Compass,62992,Latitude,17990
2016,GMC,Acadia,91614,SLT-2,23990
2015,Ford,Escape,94944,SE,15590
2016,Nissan,Rogue,46845,S,19590
2018,Jeep,Compass,84142,Sport,20590
2020,Toyota,RAV4,52599,XLE,28749
2019,Hyundai,Kona Electric,6646,Limited,32990
2015,Chevrolet,Camaro,33165,LT,25590
2019,Ram,1500 Quad Cab,24020,Big Horn 6 1/3 ft,36990
2014,Honda,Accord,70857,EX-L,20990
2018,Chevrolet,Silverado 1500 Double Cab,37972,LT 6 1/2 ft,33990
2016,Hyundai,Elantra,103581,Sport,15590
2020,Chevrolet,Equinox,9118,LT,26990
2018,Nissan,Altima,4459,2.5 S,23590
2020,Chevrolet,Silverado 1500 Double Cab,69385,LT 6 1/2 ft,33781
2016,BMW,X1,28699,xDrive28i,28990
2014,Tesla,Model S,55746,base,44590
2018,Ford,Focus,49886,SE,17590
2015,Ford,Focus,85280,SE,14590
2014,Jeep,Grand Cherokee,89494,Laredo E,19990
2018,Nissan,Altima,81516,2.5 SV,18590
2015,Jeep,Compass,90072,High Altitude Edition,15590
2020,Nissan,Rogue,48864,S,22314
2011,Lexus,LS,89257,LS 460,23590
2016,FIAT,500X,78714,Easy,15990
2018,Chevrolet,Cruze,34932,LT,19590
2015,Lincoln,MKC,86064,base,20590
2018,Ford,Mustang,15246,GT,37990
2014,Toyota,Corolla,89794,L,15990
2017,Hyundai,Sonata,21670,Eco,20990
2019,Ford,Escape,28378,SE,23590
2011,Hyundai,Sonata,104147,Limited,13990
2015,Honda,Fit,74580,EX,17590
2012,MINI,Hardtop,38502,Cooper S,17990
2011,Chevrolet,Cruze,87420,LS,11990
2014,Cadillac,CTS,69964,CTS-V,43990
2015,GMC,Terrain,100909,SLT-1,16990
2015,Nissan,Rogue Select,92545,S,14990
2015,Jeep,Cherokee,101753,Latitude,18590
2009,BMW,3 Series,93190,328i,14590
2016,Jeep,Cherokee,57601,Latitude,21990
2018,Nissan,Rogue,91610,S,19990
2014,Volkswagen,Jetta,63676,1.8T SE,15990
2017,Nissan,Rogue,66037,S (2017.5),19990
2016,Dodge,Journey,71095,Crossroad Plus,20590
2016,Subaru,Legacy,80700,2.5i Limited,20590
2015,Volkswagen,Eos,34965,Komfort,24590
2019,Nissan,Altima,48831,2.5 S,22990
2021,Dodge,Charger,5850,GT,35990
2016,Honda,Fit,52287,EX,19590
2013,Ford,Escape,81742,SEL,15590
2020,Kia,Telluride,26285,EX,42590
2014,Ford,Mustang,88569,V6 Premium,18990
2021,BMW,X7,12305,xDrive40i,76209
2021,Honda,Civic,11482,EX,28990
2015,Volkswagen,Jetta,76494,1.8T SE,15590
2016,Kia,Soul,11966,+,20590
2018,Nissan,Rogue Sport,33018,SL (2018.5),24990
2021,Nissan,Kicks,4197,SR,28990
2019,Mercedes-Benz,GLA,40936,GLA 250,29990
2020,Ford,EcoSport,46418,Titanium,21865
2019,Honda,HR-V,21669,EX,27990
2014,Jeep,Compass,59549,Latitude,17590
2017,Volkswagen,Tiguan,56292,2.0T S,19590
2012,FIAT,500,34739,Abarth,16990
2016,Ford,Fiesta,75754,S,14590
2019,MAZDA,CX-9,13851,Grand Touring,37590
2015,Nissan,Sentra,75871,SV,12990
2013,Nissan,Rogue,94618,S,14990
2010,Nissan,Sentra,38559,S,13990
2019,Hyundai,Kona,12648,SEL,25590
2020,Chevrolet,Malibu,55493,LT,21037
2017,Jeep,Wrangler Unlimited,43619,Sahara,36590
2017,Honda,HR-V,43842,LX,22990
2019,Toyota,RAV4 Hybrid,55653,XLE,33990
2014,Mercedes-Benz,E-Class,56584,E 350,25990
2017,Dodge,Journey,78918,SXT,18990
2020,Nissan,Rogue,49581,S,21995
2019,Chevrolet,Suburban,68629,LT,43889
2019,Lincoln,Nautilus,55352,Reserve,38990
2014,GMC,Acadia,80554,SLE-2,20990
2011,Nissan,Rogue,47841,SV,16590
2017,Subaru,Forester,54211,2.5i,22590
2015,Volkswagen,Passat,59051,1.8T Limited Edition,17990
2014,Chevrolet,Equinox,60036,LS,16990
2021,Lexus,ES,11067,ES 350,41990
2010,Mercedes-Benz,GLK-Class,64166,GLK 350 4MATIC,17990
2018,Ford,Explorer,47785,XLT,31990
2016,MINI,Countryman,51302,Cooper S ALL4,19990
2020,Dodge,Charger,10648,Scat Pack,47990
2017,Ford,Mustang,62513,V6,23990
2012,Honda,Pilot,98917,EX-L,20590
2019,Ford,Fiesta,69857,S,14990
2011,Honda,Odyssey,104465,Touring,18990
2012,Honda,CR-V,80695,EX,16990
2012,Chevrolet,Traverse,90932,LTZ,16990
2013,FIAT,500,69478,Abarth,15990
2012,Ford,Fiesta,74580,S,10990
2014,Chevrolet,Impala Limited,48571,LT,15590
2013,BMW,Z4,36250,sDrive28i,29990
2013,FIAT,500,47687,Abarth,15990
2016,Volkswagen,e-Golf,36055,SE Hatchback,20990
2020,Nissan,Altima,61443,2.5 S,21525
2016,Chevrolet,Spark,73965,LS,14590
2016,Chrysler,Town & Country,65288,Touring,20990
2020,Nissan,Rogue Sport,56936,S,20997
2017,MINI,Convertible,34845,Cooper S,28590
2017,Kia,Sedona,74093,LX,21990
2018,Nissan,Rogue Sport,58131,SV,21515
2014,Dodge,Journey,92317,R/T,16990
2021,Jeep,Wrangler Unlimited,2288,Rubicon,56990
2016,Volvo,S60,43949,T5 Inscription Premier,22990
2018,Dodge,Grand Caravan Passenger,74354,GT,21590
2018,Chevrolet,Malibu,45255,LT,20590
2017,Kia,Forte,40728,LX,15990
2014,Ford,Escape,105109,SE,15590
2020,Ford,EcoSport,50450,SES,21137
2014,Chevrolet,Cruze,46264,LS,14990
2016,Chevrolet,Malibu,63078,LT,17590
2011,Cadillac,CTS,59629,base,17590
2012,Toyota,Corolla,83191,S,15590
2016,Hyundai,Genesis,84204,3.8,23990
2017,Toyota,Highlander,44295,XLE,33990
2011,Honda,Civic,87749,LX,14590
2015,Audi,Q5,73594,2.0T Premium Plus,23590
2020,Lexus,RX,21509,RX 350L,47990
2018,Chevrolet,Trax,56695,LT,18990
2015,Honda,Civic,77145,Hybrid,17990
2015,Chevrolet,Impala,55711,LS,19590
2010,GMC,Yukon XL 1500,93410,Denali,23590
2017,Hyundai,Accent,69203,SE,14990
2016,Ford,Explorer,80344,Limited,27590
2017,Mercedes-Benz,GLC,56257,GLC 300,29990
2016,Toyota,RAV4,99307,XLE,20590
2015,Subaru,Impreza,20702,2.0i,20990
2017,Subaru,BRZ,53263,Limited,27990
2021,Volkswagen,Jetta,45169,1.4T S,22590
2017,Audi,Q5,51206,2.0T Premium,28990
2014,Hyundai,Tucson,85488,SE,15990
2013,Toyota,Corolla,72103,S,16990
2017,GMC,Terrain,89795,SLE-1,17990
2012,Hyundai,Sonata,39568,GLS,16590
2017,Subaru,WRX,66610,WRX,25590
2017,Nissan,Pathfinder,72187,SL,23990
2020,Ford,Escape,45558,SEL,26751
2014,Nissan,Altima,86436,3.5 SL,17590
2018,Toyota,Corolla,74630,LE,18990
2017,Honda,Pilot,78830,Elite,32990
2018,Hyundai,Tucson,28847,Value,26590
2018,BMW,4 Series,52416,430i Gran Coupe,29590
2016,Chevrolet,Traverse,101085,LS,18990
2016,Ford,Fiesta,81639,S,13990
2019,Ford,Flex,54878,SEL,26137
2016,Buick,Encore,60737,base,17590
2019,Hyundai,Sonata,40928,SE,21990
2014,Nissan,Maxima,44781,S,17590
2020,Ford,Edge,48775,SEL,26687
2015,FIAT,500,59137,Turbo,14990
2016,Chevrolet,Equinox,47632,LT,20990
2012,INFINITI,G,71635,G37x,18590
2020,Nissan,Rogue,21100,SV,28779
2017,MINI,Countryman,69723,Cooper,22990
2013,Nissan,Altima,68187,2.5 S,15590
2018,Toyota,Tundra CrewMax,61464,Limited 5 1/2 ft,43590
2015,Dodge,Challenger,34292,Scat Pack,36990
2015,Kia,Soul,64603,+,15990
2019,Nissan,Altima,33183,2.5 S,23990
2012,Chevrolet,Cruze,87367,LT,12990
2018,Jeep,Renegade,88194,Trailhawk,21990
2015,Ram,1500 Crew Cab,45087,Lone Star 5 1/2 ft,30990
2018,GMC,Sierra 1500 Regular Cab,23444,8 ft,27990
2015,Hyundai,Elantra,71610,Limited,15990
2016,Subaru,Outback,86314,2.5i Premium,21990
2017,Honda,Civic,96686,EX-L,21990
2016,Nissan,Frontier King Cab,60013,Desert Runner 6 ft,23590
2017,Ford,Escape,97972,SE,15990
2018,Chevrolet,Equinox,53548,LT,19903
2017,Kia,Forte5,33017,LX,17990
2015,Nissan,Murano,68530,SV,19990
2019,Ford,F150 SuperCrew Cab,38389,Raptor 5 1/2 ft,65999
2021,Volkswagen,Jetta,13199,1.4T R-Line,27990
2012,Volkswagen,GTI,100183,2.0T Hatchback,15590
2015,Scion,xB,45695,base,17990
2010,Cadillac,CTS,102619,base,14590
2017,Hyundai,Accent,41919,SE,15990
2017,Ford,Fiesta,77638,SE,14590
2020,Dodge,Durango,47825,GT,35881
2019,Subaru,Impreza,58069,2.0i,21990
2019,Nissan,Rogue Sport,21695,S,23590
2013,Toyota,Prius,98133,Three,19590
2016,Jeep,Cherokee,87704,75th Anniversary,18990
2010,INFINITI,M,63229,M35x,16590
2013,Tesla,Model S,94494,base,37990
2010,Honda,CR-V,84907,LX,16990
2013,Acura,MDX,91220,base,19990
2011,Ford,Mustang,39524,Premium,20990
2012,Kia,Rio,68145,LX,12990
2019,Nissan,Rogue,49743,S,21990
2020,Chevrolet,Malibu,56414,LT,21149
2020,Chrysler,Pacifica,8703,Touring,38590
2022,Toyota,RAV4 Hybrid,1058,XLE,46590
2016,MAZDA,MX-5 Miata,34766,Club,25990
2022,Ford,Maverick,4199,XLT SuperCrew 4 1/2 ft,40590
2020,Toyota,RAV4 Hybrid,19038,Limited,45590
2022,Ford,Maverick,7634,XL SuperCrew 4 1/2 ft,37995
2020,Chevrolet,Spark,54399,1LT,15333
